Transaction_Amount,Transaction_Hour,Location_Change,Device_Mismatch,Transaction_Velocity,Account_Age_Days,AvgTransaction_Last30Days,Amount_To_Average_Ratio,User_Income_Estimate,Device_OS,Customer_Marital_Status,RESULT
338392,3,1,0,5,6,58548,5.78,55068.0,3,1,1
19480,2,1,0,0,703,67573,0.29,276440.5,3,0,0
70028,17,0,0,2,905,12378,5.66,281056.0,1,2,0
175792,5,0,0,2,778,88619,1.98,312367.0,1,3,0
35027,7,0,1,1,675,24755,1.41,316528.0,0,3,0
67487,22,0,0,2,431,83386,0.81,386854.0,0,1,0
209444,0,1,1,6,84,22966,9.12,276440.5,3,3,1
269161,1,1,1,11,17,13336,20.18,416758.0,0,3,1
182138,3,0,0,10,75,78860,2.31,323981.0,1,3,1
132838,17,0,0,3,1184,79541,1.67,368553.0,0,1,0
85940,19,1,0,1,1599,80686,1.07,285601.0,1,2,0
105748,15,0,1,4,1644,15754,6.71,185283.0,1,3,0
413866,0,1,1,8,44,60347,6.86,276440.5,3,3,1
128852,19,0,0,5,2907,79991,1.61,397537.0,0,0,0
140776,19,0,0,4,510,7257,19.4,475267.0,0,1,0
6579,4,0,0,1,820,12554,0.52,58370.0,1,1,0
137181,1,1,0,3,847,99848,1.37,276440.5,0,2,0
48887,16,1,0,3,138,70976,0.69,277573.0,3,3,0
154076,6,0,0,0,757,43927,3.51,158933.0,1,2,0
47951,16,1,0,3,910,39161,1.22,401538.0,0,3,0
450785,3,1,1,11,12,77272,5.83,302573.0,2,3,1
142790,15,1,1,4,2012,8847,16.14,196980.0,2,3,0
64298,23,1,0,3,2482,48085,1.34,276440.5,1,1,0
141426,14,0,0,4,1904,15549,9.09,88651.0,1,2,0
43400,15,0,0,4,1097,83553,0.52,305174.0,0,1,0
372767,0,0,0,9,80,55301,6.74,276440.5,1,3,1
40507,23,0,1,0,875,84859,0.48,68986.0,3,1,0
45763,21,1,1,3,302,78278,0.58,398657.0,2,3,0
30987,0,0,0,0,878,74275,0.42,410081.0,1,2,0
129866,0,1,1,6,88,85957,1.51,203618.0,1,2,1
14581,5,0,0,1,2793,70620,0.21,442125.0,1,3,0
120846,21,0,1,2,322,34179,3.54,276440.5,3,2,0
100177,23,0,0,2,110,34705,2.89,306044.0,1,3,0
85072,2,0,0,2,806,94517,0.9,430815.0,3,3,0
144495,16,1,0,2,325,14053,10.28,401882.0,0,3,0
359532,1,1,0,5,53,27646,13.0,296330.0,2,0,1
149270,19,0,0,2,1371,81571,1.83,398641.0,2,2,0
252196,3,1,0,6,62,25457,9.91,262851.0,2,1,1
140318,6,0,0,2,1677,84430,1.66,282450.0,3,1,0
1612,9,1,1,4,2533,91174,0.02,396576.0,2,0,0
140937,21,0,0,5,1425,84833,1.66,253294.0,2,3,0
188474,3,0,1,9,5,5515,34.17,276440.5,0,1,1
40066,1,0,0,3,1393,26242,1.53,380722.0,2,1,0
65670,0,1,1,7,60,82331,0.8,130332.0,3,0,1
335695,0,1,1,5,16,93901,3.57,413397.0,1,1,1
451698,0,1,1,10,30,17565,25.71,469981.0,1,3,1
170410,2,1,0,1,482,97668,1.74,297844.0,0,1,0
16183,19,0,0,3,2442,66695,0.24,276440.5,3,3,0
205120,0,1,1,9,17,49189,4.17,276440.5,2,3,1
189733,3,1,0,0,1549,66281,2.86,296167.0,0,0,0
131094,20,0,0,0,2166,98369,1.33,116607.0,3,0,0
62206,2,1,1,4,2586,98610,0.63,276440.5,2,3,0
105234,12,0,0,0,466,90371,1.16,77045.0,1,3,0
26007,8,0,1,1,2612,45003,0.58,261001.0,3,3,0
19235,5,0,0,5,2855,63843,0.3,228168.0,1,0,0
33269,14,0,0,4,2125,89024,0.37,328015.0,3,2,0
74685,3,0,0,4,2476,41210,1.81,246202.0,1,1,0
60650,12,1,0,3,1172,68727,0.88,394439.0,3,3,0
103959,0,0,0,3,1500,68572,1.52,108814.0,1,3,0
106565,23,0,0,3,1912,52960,2.01,249600.0,1,3,0
70433,21,0,0,4,2509,76132,0.93,133273.0,3,2,0
18940,1,0,0,3,954,61625,0.31,468439.0,1,0,0
148869,0,0,0,5,995,38760,3.84,316735.0,0,0,0
118746,2,0,0,3,1467,34697,3.42,217852.0,2,2,0
186318,18,0,0,1,1744,92742,2.01,203499.0,2,3,0
97987,21,0,0,5,1901,43819,2.24,200128.0,3,0,0
287071,2,1,1,6,48,61944,4.63,425555.0,3,0,1
65187,1,0,0,3,2422,46620,1.4,416377.0,2,3,0
154574,17,0,0,2,862,68710,2.25,270440.0,0,3,0
191766,10,0,0,2,571,86518,2.22,351329.0,0,3,0
134640,3,1,0,5,319,39285,3.43,346936.0,1,1,0
189404,12,0,0,3,2339,34563,5.48,146831.0,1,1,0
11411,4,0,0,3,1126,93881,0.12,96977.0,2,1,0
158607,21,0,1,0,1691,91445,1.73,345056.0,1,3,0
133780,2,0,0,5,2262,8032,16.65,209212.0,1,2,0
109886,17,0,0,0,1476,57501,1.91,276440.5,1,3,0
155688,4,1,1,5,7,74434,2.09,149783.0,3,3,1
47892,3,0,1,3,170,77825,0.62,382345.0,2,3,0
174188,21,0,0,0,914,73620,2.37,363164.0,3,1,0
135423,2,0,0,1,2839,29435,4.6,444239.0,0,0,0
13255,22,1,1,1,2175,69848,0.19,145340.0,3,1,0
219585,3,1,1,7,48,24178,9.08,369541.0,2,1,1
128653,21,0,0,1,2955,32260,3.99,138405.0,3,3,0
183432,1,0,0,5,799,34300,5.35,399676.0,2,3,0
148328,4,1,1,11,88,97816,1.52,223488.0,1,2,1
194656,17,0,0,3,518,39832,4.89,81975.0,1,3,0
136110,2,0,0,2,2515,66831,2.04,406381.0,3,0,0
398290,0,0,1,7,64,66395,6.0,267161.0,2,3,1
171886,22,0,1,0,2342,49040,3.5,276440.5,1,3,0
127026,0,0,1,5,2983,89093,1.43,480587.0,0,3,0
155088,21,0,0,3,1864,37363,4.15,411666.0,0,3,0
20868,13,0,0,4,833,92199,0.23,485629.0,2,1,0
199125,18,1,1,3,1840,23706,8.4,95743.0,0,2,0
310961,1,0,0,7,84,70077,4.44,418250.0,1,0,1
166404,7,0,0,0,992,21447,7.76,158487.0,1,3,0
117115,21,0,0,0,670,23463,4.99,197456.0,1,3,0
87569,1,0,1,8,74,33823,2.59,168120.0,1,0,1
67718,18,0,0,5,279,91593,0.74,342103.0,3,0,0
185655,17,0,0,0,594,88789,2.09,66761.0,2,0,0
19276,13,0,0,0,1482,38547,0.5,413859.0,0,3,0
414087,0,1,1,5,82,64099,6.46,359715.0,1,2,1
499909,1,0,1,8,28,16455,30.38,188215.0,2,3,1
127115,4,0,0,0,2482,13594,9.35,311380.0,2,3,0
166641,14,0,0,2,2440,96074,1.73,190403.0,1,3,0
96709,21,0,0,1,2123,18129,5.33,335825.0,2,1,0
120781,1,0,1,9,28,83273,1.45,276440.5,0,3,1
123562,23,0,0,5,121,80819,1.53,229653.0,3,2,0
30543,21,1,1,2,2579,73197,0.42,294739.0,3,2,0
235714,0,0,1,7,75,94744,2.49,170323.0,0,3,1
27895,11,0,0,0,318,17102,1.63,471941.0,0,2,0
105389,14,0,1,5,2729,94886,1.11,215134.0,0,3,0
86645,12,0,1,4,2755,68724,1.26,464207.0,3,0,0
3509,3,1,0,0,2992,81709,0.04,246256.0,3,2,0
24795,7,0,0,0,1441,44356,0.56,299689.0,0,3,0
309542,1,0,1,10,26,57595,5.37,254265.0,1,3,1
50928,5,0,0,1,308,99719,0.51,403457.0,1,3,0
180932,12,0,0,2,362,28711,6.3,351199.0,1,3,0
36847,13,1,0,1,1199,8151,4.52,276864.0,1,3,0
8643,18,0,0,0,281,47073,0.18,81745.0,1,0,0
176023,2,0,0,0,2917,12161,14.47,132596.0,0,1,0
68808,4,0,0,0,1944,66593,1.03,276440.5,3,2,0
345981,4,1,1,7,62,80950,4.27,67212.0,1,0,1
190545,3,0,0,3,1565,7698,24.75,367347.0,2,2,0
23511,14,0,0,0,1815,50014,0.47,160400.0,3,1,0
130548,2,0,0,4,184,36416,3.58,354404.0,1,2,0
465254,4,1,1,10,69,88863,5.24,402329.0,1,0,1
153030,2,1,0,5,640,15643,9.78,176391.0,1,3,0
404143,1,1,1,6,35,92300,4.38,296583.0,1,0,1
67142,6,0,0,1,131,47723,1.41,269409.0,3,1,0
113237,3,0,1,11,53,80148,1.41,147678.0,3,3,1
30178,15,0,0,1,1543,81162,0.37,472544.0,3,3,0
74208,0,0,1,11,57,8067,9.2,356391.0,0,3,1
59143,11,1,0,5,814,22616,2.61,141702.0,1,3,0
89938,23,0,0,2,2509,6188,14.53,276440.5,2,3,0
195331,15,0,0,4,160,97066,2.01,276440.5,3,2,0
230697,1,0,1,9,53,91229,2.53,372988.0,0,1,1
34296,11,0,0,2,2920,53617,0.64,495768.0,0,3,0
276579,2,1,0,5,35,13151,21.03,417147.0,0,2,1
419926,0,0,0,5,36,46361,9.06,199988.0,1,0,1
115860,4,0,0,5,1757,24885,4.66,186934.0,1,0,0
187287,3,1,1,6,15,46010,4.07,399306.0,2,3,1
147493,14,0,0,5,1953,81150,1.82,276440.5,2,2,0
139417,3,0,0,2,2628,45571,3.06,159790.0,3,3,0
30214,4,0,0,0,1664,76656,0.39,481513.0,3,3,0
22515,20,0,0,2,1782,88168,0.26,293073.0,2,2,0
92165,19,0,0,5,1654,64036,1.44,187817.0,3,0,0
71725,21,0,0,5,2501,85076,0.84,339253.0,1,3,0
146753,14,0,0,0,2798,99822,1.47,144517.0,3,1,0
119451,19,1,0,0,2309,17471,6.84,168489.0,0,3,0
98820,9,0,0,2,729,62801,1.57,173885.0,3,3,0
75303,16,0,0,3,1544,7628,9.87,419833.0,1,1,0
175744,1,1,1,11,9,21705,8.1,180805.0,3,1,1
150319,11,0,0,4,2712,22934,6.55,246845.0,2,2,0
108028,15,0,0,0,273,16923,6.38,432189.0,3,0,0
46444,1,1,0,5,1132,83865,0.55,165991.0,2,3,0
127602,19,0,0,0,1832,91031,1.4,142812.0,0,2,0
154884,0,0,1,6,43,78184,1.98,313807.0,0,3,1
49153,1,0,0,2,2375,73509,0.67,449830.0,1,0,0
81498,18,0,0,2,2214,68608,1.19,375148.0,1,3,0
93403,16,0,0,4,594,33244,2.81,276440.5,1,3,0
116969,22,0,0,2,1303,94192,1.24,181440.0,2,3,0
409986,3,0,1,6,43,68036,6.03,118863.0,2,3,1
329973,3,0,1,6,61,6526,50.56,316174.0,2,3,1
28524,16,0,0,2,546,64798,0.44,382467.0,2,0,0
65099,8,0,0,3,346,55103,1.18,213301.0,1,3,0
24336,11,1,0,1,938,61042,0.4,143754.0,0,0,0
160537,9,0,0,3,1286,38056,4.22,101091.0,1,1,0
96241,2,0,1,11,43,82990,1.16,127908.0,0,3,1
177090,3,0,1,8,62,43105,4.11,422994.0,3,2,1
133569,7,1,1,3,1588,58472,2.28,276440.5,1,3,0
74438,2,1,0,7,29,18293,4.07,492149.0,3,0,1
182165,0,0,0,5,1544,79734,2.28,206867.0,1,2,0
5328,4,0,0,1,699,16249,0.33,395981.0,0,0,0
16997,7,1,0,0,2351,23328,0.73,460556.0,0,3,0
74372,0,0,0,5,2718,64882,1.15,490394.0,1,1,0
88511,11,0,0,3,2823,69143,1.28,464039.0,3,3,0
47762,13,0,0,4,703,34456,1.39,73531.0,2,3,0
30319,23,0,0,2,1760,40638,0.75,443727.0,1,3,0
194193,11,0,0,1,648,23143,8.39,56200.0,2,2,0
283081,2,1,1,6,39,94864,2.98,305768.0,1,3,1
13959,14,0,0,5,1519,61471,0.23,112705.0,2,2,0
194507,3,0,0,4,470,48085,4.04,311422.0,1,0,0
355134,4,0,0,7,84,74289,4.78,159028.0,3,0,1
132596,0,1,1,5,46,49020,2.7,130222.0,3,2,1
325105,2,1,1,8,58,86121,3.77,276440.5,2,3,1
59071,8,0,0,0,1924,89410,0.66,473122.0,1,1,0
119304,12,0,0,4,2616,81935,1.46,66390.0,3,1,0
136407,2,0,0,3,1179,33689,4.05,349726.0,3,3,0
69251,11,0,0,3,2447,60978,1.14,480581.0,1,3,0
459237,3,1,1,6,41,79335,5.79,355699.0,3,1,1
88173,16,0,0,5,2562,38637,2.28,131469.0,3,3,0
199785,19,0,0,0,852,27041,7.39,276440.5,0,0,0
146702,16,0,0,0,1129,91102,1.61,355518.0,3,1,0
147564,4,0,0,4,992,12655,11.66,276440.5,1,1,0
73652,4,0,0,8,19,50421,1.46,341853.0,0,3,1
46483,8,0,0,4,824,29215,1.59,369623.0,1,1,0
98114,17,1,0,0,2650,60028,1.63,283070.0,0,3,0
145241,9,0,1,4,2821,64295,2.26,465765.0,3,0,0
124537,8,0,0,4,2067,63242,1.97,50099.0,3,1,0
118814,9,0,0,1,1260,58526,2.03,134266.0,2,3,0
19211,2,0,0,0,944,62498,0.31,210395.0,2,2,0
26145,14,0,0,1,2279,10460,2.5,276440.5,3,2,0
138252,5,0,0,0,2997,68728,2.01,333729.0,1,1,0
355546,2,1,1,9,29,50913,6.98,276440.5,1,3,1
253304,2,0,1,6,48,51429,4.93,329268.0,2,0,1
113390,3,1,1,11,70,99114,1.14,215396.0,1,1,1
28706,15,0,0,0,854,68493,0.42,173913.0,2,3,0
16833,2,0,0,2,1758,29292,0.57,54005.0,1,0,0
158271,20,0,0,0,305,27474,5.76,366760.0,2,0,0
108541,4,1,1,7,57,52572,2.06,117628.0,1,2,1
196504,4,1,1,7,87,18449,10.65,131077.0,1,3,1
251665,3,1,1,10,6,88023,2.86,79272.0,1,2,1
119840,9,0,1,1,1902,68983,1.74,320210.0,1,3,0
303685,1,1,1,11,37,8783,34.57,105019.0,1,3,1
11210,14,1,0,3,1896,28160,0.4,225199.0,0,2,0
89564,17,0,0,3,2994,76404,1.17,438839.0,0,3,0
185281,15,0,0,1,2533,17142,10.81,428734.0,0,3,0
136517,1,0,0,3,661,38569,3.54,477172.0,0,0,0
58038,2,0,0,3,645,14813,3.92,152554.0,3,0,0
178713,20,0,0,4,899,25783,6.93,356221.0,3,2,0
148175,17,0,0,5,2110,90093,1.64,431606.0,0,0,0
87610,15,0,0,1,1909,86481,1.01,424458.0,3,1,0
364099,1,1,0,9,1,13607,26.76,282536.0,0,0,1
35837,14,0,0,1,2703,23070,1.55,394902.0,1,3,0
6949,3,0,0,4,158,63113,0.11,276440.5,0,3,0
386342,3,1,1,8,14,39658,9.74,257354.0,0,1,1
402108,0,0,0,6,21,54656,7.36,93785.0,3,3,1
174414,21,0,0,0,681,97856,1.78,352180.0,1,3,0
115788,23,0,0,3,353,30234,3.83,499309.0,2,3,0
34382,3,0,0,0,2900,52437,0.66,250392.0,3,3,0
158410,12,0,0,5,1269,55206,2.87,235955.0,2,3,0
94510,14,0,0,4,411,57071,1.66,276440.5,2,2,0
252143,0,1,1,11,63,51339,4.91,351426.0,1,0,1
146204,11,0,0,4,2805,61634,2.37,416267.0,0,0,0
120836,0,0,1,6,50,50534,2.39,389964.0,2,1,1
226687,3,1,1,6,85,75530,3.0,51320.0,0,0,1
93227,3,1,1,11,63,99368,0.94,340826.0,0,1,1
142318,22,0,0,5,2327,55990,2.54,469216.0,1,2,0
374425,4,1,1,7,69,24789,15.1,353916.0,0,0,1
3732,10,1,0,2,449,28452,0.13,101349.0,3,3,0
120213,5,0,0,0,901,64854,1.85,277117.0,2,1,0
180255,19,1,0,0,2888,59855,3.01,276440.5,3,3,0
11762,0,0,0,3,2808,43214,0.27,379511.0,0,3,0
68517,9,1,0,3,707,50800,1.35,303508.0,0,3,0
8386,13,0,1,4,1159,15685,0.53,223125.0,1,3,0
150185,3,0,0,0,1336,58590,2.56,56751.0,3,1,0
183775,23,0,0,5,378,91986,2.0,193926.0,1,3,0
132695,15,1,0,2,2790,74191,1.79,339322.0,1,2,0
160747,2,0,0,1,2291,37093,4.33,224293.0,3,0,0
110977,0,1,1,8,86,7828,14.18,395526.0,1,2,1
106746,19,0,0,4,1893,58447,1.83,276440.5,0,0,0
36657,12,0,0,3,1257,16025,2.29,155706.0,2,0,0
135067,0,0,0,5,125,40779,3.31,101811.0,2,0,0
9856,18,1,0,4,712,44365,0.22,276440.5,1,0,0
83457,10,0,0,0,2647,76867,1.09,409149.0,0,2,0
190755,16,0,0,0,2428,90233,2.11,276440.5,2,3,0
457404,4,1,1,10,39,34887,13.11,223733.0,2,1,1
173337,8,0,0,5,2714,77035,2.25,178809.0,2,0,0
176942,1,0,0,0,1405,33005,5.36,262066.0,1,3,0
79302,2,0,0,3,2542,20499,3.87,372877.0,0,1,0
297159,3,0,0,7,4,96806,3.07,95975.0,0,3,1
162717,18,0,0,3,2896,75386,2.16,178416.0,2,2,0
179127,5,0,0,0,555,18591,9.63,207712.0,3,1,0
131216,1,0,1,9,61,22950,5.72,128948.0,2,3,1
110330,13,0,0,5,1804,93605,1.18,297197.0,3,2,0
199050,21,0,0,5,2991,61788,3.22,76994.0,2,0,0
41823,15,0,0,4,2022,17126,2.44,66221.0,3,2,0
26386,8,0,1,3,318,42613,0.62,436233.0,1,1,0
199078,21,0,0,0,1815,14808,13.44,387769.0,2,2,0
147643,10,1,0,2,2185,59313,2.49,398344.0,1,3,0
104745,0,0,0,3,1633,26736,3.92,60174.0,1,3,0
178019,13,0,0,5,2504,16374,10.87,404564.0,1,2,0
65595,19,1,1,3,1664,14584,4.5,485691.0,2,3,0
478677,4,1,1,9,17,8012,59.74,90312.0,1,1,1
350278,1,0,1,7,89,68954,5.08,493003.0,1,3,1
11555,17,0,0,3,590,39424,0.29,276440.5,1,3,0
6964,8,0,1,1,2330,87508,0.08,82397.0,3,0,0
91354,7,0,0,0,1841,68499,1.33,357047.0,0,2,0
27471,2,0,1,0,2334,80966,0.34,106232.0,1,3,0
20019,17,0,0,3,258,22552,0.89,361882.0,0,2,0
66438,1,0,1,8,23,13729,4.84,158705.0,1,0,1
84627,5,1,0,3,1330,22959,3.69,102141.0,2,3,0
129863,13,0,0,2,2216,25544,5.08,312712.0,2,1,0
51094,19,0,1,3,1033,16851,3.03,276440.5,1,3,0
155149,23,0,0,1,521,83111,1.87,129900.0,2,2,0
9821,23,0,0,4,2435,9889,0.99,276440.5,1,1,0
1418,11,0,1,2,915,21088,0.07,425627.0,1,0,0
88663,17,0,0,0,2346,10690,8.29,212403.0,1,2,0
176941,0,1,1,11,85,53149,3.33,109664.0,0,2,1
15990,0,1,0,2,767,14183,1.13,344501.0,0,3,0
169464,3,1,1,6,30,75217,2.25,276171.0,3,3,1
426311,1,1,1,7,59,94116,4.53,183724.0,2,1,1
64049,6,0,0,4,1181,71300,0.9,466197.0,0,1,0
381927,4,0,1,10,78,58786,6.5,418935.0,2,3,1
196514,8,1,0,3,754,19735,9.96,233667.0,1,0,0
289989,3,1,1,8,26,83306,3.48,454775.0,1,3,1
30010,12,0,1,3,939,62513,0.48,269915.0,1,0,0
48113,3,0,0,0,538,14316,3.36,182464.0,3,3,0
149774,19,0,0,1,1231,48376,3.1,259280.0,3,3,0
153646,3,1,0,5,2481,16584,9.26,341978.0,3,0,0
414650,1,1,1,10,88,48813,8.49,276440.5,3,3,1
132644,8,1,0,3,1884,30012,4.42,202460.0,1,1,0
116280,17,0,0,2,2239,51305,2.27,352465.0,2,3,0
33735,12,1,1,4,1457,49894,0.68,303581.0,1,0,0
204481,2,0,1,11,60,68993,2.96,470421.0,0,0,1
31531,23,0,0,4,1215,39986,0.79,499900.0,1,3,0
139478,11,0,0,5,975,89859,1.55,276440.5,3,1,0
176952,12,0,0,3,1814,87091,2.03,194773.0,3,3,0
37944,21,0,1,5,1928,9828,3.86,294457.0,2,0,0
72715,7,0,0,0,1485,93261,0.78,379662.0,3,1,0
157504,11,0,0,4,945,96310,1.64,60893.0,2,1,0
160886,4,0,0,2,2866,30102,5.34,233468.0,3,3,0
105688,12,0,0,3,202,82518,1.28,322858.0,1,2,0
54226,17,0,0,5,2565,12684,4.27,228360.0,3,0,0
74187,16,1,0,3,465,52782,1.41,331505.0,1,2,0
78769,11,0,0,4,2473,84176,0.94,220720.0,0,2,0
95732,0,1,1,5,18,30957,3.09,230052.0,0,3,1
227835,2,0,1,6,37,96484,2.36,174111.0,2,2,1
57847,23,0,0,0,828,63476,0.91,130351.0,3,3,0
59560,19,0,0,3,724,47132,1.26,259920.0,2,3,0
160966,5,0,0,2,2974,68719,2.34,325050.0,1,3,0
43976,19,1,0,3,1893,39002,1.13,390984.0,0,0,0
171590,6,1,0,5,2041,12451,13.78,378010.0,2,1,0
28623,8,0,0,2,1608,92348,0.31,331978.0,2,2,0
71149,10,1,0,1,2455,46006,1.55,260212.0,1,0,0
176318,1,1,1,10,32,35532,4.96,258829.0,0,0,1
33137,0,0,0,0,182,67971,0.49,278986.0,1,1,0
26626,19,0,0,3,1762,30630,0.87,244774.0,2,2,0
27475,9,0,0,2,321,88017,0.31,164940.0,1,2,0
61213,9,0,0,3,173,95823,0.64,121312.0,1,3,0
69081,12,1,0,1,2366,42161,1.64,331193.0,0,2,0
115692,10,0,0,0,2310,9257,12.5,465737.0,1,3,0
65464,4,0,0,1,801,84291,0.78,233668.0,1,3,0
96426,19,0,0,0,1439,19884,4.85,397151.0,2,3,0
170738,3,1,0,7,38,32473,5.26,125528.0,3,3,1
49383,22,0,1,2,1222,35514,1.39,372834.0,1,0,0
67377,20,0,0,0,308,47568,1.42,276440.5,1,3,0
104784,14,0,0,5,1768,6394,16.39,468910.0,0,0,0
117624,11,0,0,3,2408,27949,4.21,100203.0,2,0,0
113226,14,0,0,3,143,48090,2.35,425327.0,1,2,0
416976,2,1,0,10,68,44735,9.32,441256.0,3,3,1
455089,0,1,0,8,32,68574,6.64,215980.0,2,3,1
393549,1,1,1,6,82,45639,8.62,344045.0,2,3,1
187757,1,0,0,5,2936,41631,4.51,243092.0,0,3,0
316674,0,1,1,6,36,16868,18.77,489010.0,0,3,1
194104,23,0,0,2,2657,97148,2.0,193505.0,0,0,0
32493,19,0,0,2,1512,92995,0.35,375247.0,1,2,0
119403,7,1,0,5,445,84135,1.42,185941.0,3,3,0
415455,0,1,1,8,16,53852,7.71,432956.0,3,0,1
26369,17,0,0,4,2964,66960,0.39,213827.0,3,1,0
124445,17,0,0,3,2467,22829,5.45,57080.0,3,2,0
152778,15,0,0,1,2270,34371,4.44,276440.5,3,3,0
58428,10,0,0,4,2396,70461,0.83,111436.0,1,3,0
9760,2,0,0,0,1007,16435,0.59,267000.0,3,3,0
93743,0,0,0,5,30,39307,2.38,112667.0,0,3,1
196502,19,0,0,4,1687,46017,4.27,482811.0,0,1,0
6445,20,0,0,0,1863,85389,0.08,470626.0,1,0,0
77447,19,0,0,2,353,93386,0.83,276440.5,2,1,0
69975,1,0,1,4,543,8671,8.07,192451.0,2,1,0
46105,11,0,0,2,375,47190,0.98,110276.0,3,1,0
50427,16,1,0,4,1067,11036,4.57,464435.0,2,3,0
29119,10,1,0,4,1766,91403,0.32,212049.0,1,3,0
24165,0,0,0,3,1138,85947,0.28,276440.5,1,2,0
190077,8,0,0,0,224,80964,2.35,52383.0,2,3,0
27748,0,0,0,3,1934,76203,0.36,409887.0,2,3,0
11542,0,0,0,2,2312,95977,0.12,306863.0,2,2,0
149038,21,0,0,5,1640,81984,1.82,214555.0,3,3,0
345976,4,1,0,7,4,62792,5.51,327366.0,3,0,1
25586,4,0,0,0,1761,94913,0.27,51894.0,3,0,0
32432,14,0,1,4,367,28645,1.13,430788.0,3,3,0
56125,4,0,0,5,599,95868,0.59,126698.0,1,3,0
104738,20,0,0,3,445,8008,13.08,431194.0,2,3,0
278932,1,0,1,9,42,70548,3.95,276440.5,1,3,1
51609,16,0,0,3,2335,8240,6.26,250363.0,0,3,0
2704,3,0,0,5,151,71033,0.04,221664.0,0,3,0
58581,20,0,0,3,2438,23758,2.47,178314.0,1,1,0
30121,7,0,0,3,2318,34780,0.87,276440.5,0,1,0
433507,0,0,1,6,12,84899,5.11,466018.0,1,1,1
146462,16,1,0,1,1722,25052,5.85,195378.0,1,0,0
84253,12,0,0,5,340,73204,1.15,86052.0,1,3,0
65741,23,0,1,1,1775,10613,6.19,71600.0,3,3,0
113675,4,0,0,0,1130,7291,15.59,276440.5,3,1,0
498285,1,1,1,7,60,88977,5.6,239386.0,3,3,1
196611,19,1,0,3,1896,83550,2.35,241060.0,1,3,0
196088,18,0,0,3,639,16519,11.87,276440.5,2,3,0
183682,16,0,1,1,2737,98358,1.87,468451.0,3,0,0
181720,10,0,0,2,2907,90683,2.0,485445.0,3,3,0
35463,20,1,0,0,508,39713,0.89,107311.0,0,3,0
183548,16,1,0,3,1150,23010,7.98,485526.0,3,0,0
24203,17,0,0,4,2293,60555,0.4,276440.5,2,2,0
55350,4,0,1,0,2332,52470,1.05,480973.0,3,3,0
74821,17,0,0,3,397,58829,1.27,279935.0,0,1,0
54008,3,1,1,10,72,84862,0.64,348392.0,3,0,1
186852,17,0,1,4,696,15332,12.19,307924.0,3,1,0
32321,17,0,0,2,2163,68172,0.47,276440.5,0,1,0
129458,7,0,0,2,1314,85174,1.52,213962.0,1,2,0
43685,13,1,0,1,1155,55533,0.79,264666.0,1,3,0
68654,19,0,0,5,841,87559,0.78,264857.0,3,3,0
369261,3,1,1,7,52,39719,9.3,324731.0,3,3,1
39287,15,0,0,5,1956,83350,0.47,56647.0,1,0,0
91737,23,0,0,3,644,36501,2.51,275761.0,1,2,0
97003,15,0,0,1,1830,39448,2.46,86787.0,0,0,0
71805,14,0,0,1,922,44542,1.61,186388.0,1,1,0
22358,21,1,1,3,231,49815,0.45,348664.0,0,1,0
53135,0,0,0,2,2035,20262,2.62,51555.0,0,2,0
178503,0,1,0,1,1813,58342,3.06,172502.0,1,3,0
104529,21,0,0,0,759,52614,1.99,241813.0,2,3,0
82552,9,1,0,3,1918,34677,2.38,362363.0,3,1,0
182025,10,0,0,1,1329,54268,3.35,276440.5,2,0,0
188147,19,1,0,3,323,45046,4.18,274976.0,1,3,0
166216,0,1,1,2,1400,52059,3.19,410665.0,2,2,0
27526,3,1,0,0,1183,63374,0.43,157520.0,3,1,0
24921,2,0,0,1,568,62566,0.4,92675.0,1,1,0
119803,18,1,1,3,1581,53825,2.23,227137.0,2,2,0
189095,4,0,0,1,453,48892,3.87,186698.0,3,2,0
182885,2,0,0,2,2452,16961,10.78,416455.0,0,0,0
54923,14,0,0,1,276,17119,3.21,56482.0,1,3,0
125226,4,1,0,5,346,12755,9.82,241747.0,0,2,0
188930,16,0,0,5,1085,24333,7.76,286360.0,2,2,0
84085,5,0,1,5,2981,7898,10.65,276440.5,1,3,0
426317,2,1,0,9,87,50667,8.41,146953.0,2,3,1
1745,21,0,0,2,232,64293,0.03,276440.5,2,2,0
73297,4,0,0,1,623,86461,0.85,89548.0,0,3,0
13480,2,0,0,5,2609,37908,0.36,156106.0,3,0,0
84147,23,0,0,1,2356,72617,1.16,486508.0,0,1,0
92045,22,0,0,1,1853,29130,3.16,107350.0,1,0,0
59283,22,0,0,2,2395,38715,1.53,258512.0,2,2,0
135353,21,0,1,3,503,21336,6.34,100962.0,3,3,0
91739,9,1,0,5,1896,25588,3.59,445693.0,3,2,0
157592,23,0,0,5,2912,72741,2.17,276440.5,2,3,0
36707,6,0,1,0,2041,69157,0.53,115669.0,1,2,0
111044,4,0,0,3,597,71065,1.56,347150.0,3,3,0
88496,21,0,0,1,150,18389,4.81,152083.0,0,2,0
98682,6,1,0,1,988,84428,1.17,364630.0,0,3,0
132593,11,1,0,5,2364,6215,21.33,296080.0,2,0,0
144201,22,1,0,3,1628,44181,3.26,276440.5,0,3,0
44019,16,0,0,4,168,6331,6.95,290236.0,0,3,0
140813,6,0,0,4,861,74200,1.9,129187.0,2,2,0
84641,10,0,0,5,1643,29168,2.9,432053.0,1,3,0
88069,0,1,1,8,7,53846,1.64,63880.0,3,3,1
273773,2,1,0,9,77,95599,2.86,276440.5,0,0,1
